ID_Frase,Frase_Original,N_Perturbacoes,Estabilidade_Jaccard,Top_Palavras,Explicacao_SLM
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",10,0.0,"[np.str_('não'), np.str_('desligam'), np.str_('que'), np.str_('se')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase tem uma inclinação negativa. Isso ocorre porque palavras como ""não"" e ""desligam"" têm pesos negativos significativos, indicando frustração e descontentamento. Além disso, a falta de respostas e soluções das empresas também contribui para essa classificação negativa."
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",50,0.14285714285714285,"[np.str_('não'), np.str_('marcar'), np.str_('Foi'), np.str_('e')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase tem uma inclinação negativa. Palavras como ""não"" e ""marcar"" têm pesos negativos significativos (-0.2740 e -0.0506, respectivamente), indicando sentimentos negativos. Além disso, a palavra ""e"" também tem um peso negativo leve, contribuindo para essa tendência. Esses pesos sugerem que o modelo interpretou a frase como expressando insatisfação e frustração com a experiência de entrega."
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",100,0.14285714285714285,"[np.str_('não'), np.str_('receber'), np.str_('horrível'), np.str_('casa')]","Com base nos pesos calculados pelo LIME, podemos ver que o modelo está dando peso negativo a palavras como 'não' e 'horrível', indicando que essas expressões têm um impacto negativo no sentimento da frase. A palavra 'casa' tem um leve peso positivo, mas não é suficiente para contrabalançar os pesos negativos. Portanto, o modelo decidiu que a frase tem um sentimento negativo, pois a pessoa expressou descontentamento com a entrega e a falta de comunicação durante o processo."
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",200,0.14285714285714285,"[np.str_('não'), np.str_('nada'), np.str_('nem'), np.str_('entrega')]","Com base nos pesos atribuídos pelas palavras, o modelo entende que a frase tem um sentimento negativo. Isso ocorre porque as palavras ""não"" (com peso -0.3744) aparecem com frequência e têm um peso significativamente negativo, indicando desaprovação. Além disso, as palavras ""nada"" e ""nem"", embora com pesos menores, também contribuem para o sentimento negativo. A palavra ""entrega"", embora tenha um peso positivo, não é suficiente para contrabalançar o impacto das outras palavras negativas."
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",500,0.6,"[np.str_('não'), np.str_('nada'), np.str_('entrega'), np.str_('casa')]","Com base nos pesos calculados, o modelo entende que a frase tem um sentimento negativo. Isso ocorre porque as palavras com pesos mais baixos, como ""não"" e ""nada"", têm um peso significativamente mais baixo do que a palavra ""entrega"", que tem um peso positivo, mas ainda assim muito menor que os negativos. Isso sugere que as dificuldades na entrega e a má experiência com o atendimento ao cliente pesam mais na classificação final, fazendo com que o sentimento da frase seja classificado como negativo."
73,"Boa noite.  Efetuei a compra ate ai tudo certo. O que não gostei foi da entrega. Foram entregar o produto e por não ser o titular da nota fiscal não quiseram entregar, No qual a pessoa estava na casa e identificou se e que estava autorizada a receber. Foi ligado pro titular da nota e o mesmo informou que podia ser entrega a pessoa que estava la. Simplesmente não entregaram e não falaram nada o que iria ocorrer, se iriam entregar novamente, se seria cancelado enfim, ficamos sem resposta. Dai liga pra central de atendimento e simplesmente não resolvem nada também e ainda desligam o telefone na cara da gente. Estou de cara. já comprei outros produtos do site americanas.com inclusive bem mais caros e entregaram sem problema nenhum. E nem era eu mesma que recebi. e entregaram. agora esse é entregue pela continental center. horrível o sistema de entrega deles.  Então se eu efetuar uma compra para presente não posso marcar a entrega na casa da pessoa porque não sera eu mesma que ira receber.",1000,1.0,"[np.str_('não'), np.str_('entrega'), np.str_('casa'), np.str_('nada')]","Com base nos pesos calculados, o modelo entende que a frase tem um sentimento negativo. Isso ocorre porque a palavra ""não"" aparece com um peso negativo significativo (-0.3875), indicando que a frase enfatiza negativamente a experiência, especialmente em relação à entrega. Além disso, a palavra ""nada"" também contribui com um peso negativo (-0.0453), sugerindo que o usuário ficou insatisfeito com a falta de respostas e soluções."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,10,0.0,"[np.str_('Excelente'), np.str_('temperatura'), np.str_('compra'), np.str_('boa')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Excelente"" e ""boa qualidade"" têm pesos positivos, indicando que essas expressões têm um forte impacto positivo na classificação. Embora a palavra ""temperatura"" tenha um peso negativo, o impacto de palavras como ""Excelente"" e ""compra"" é maior, puxando a classificação para o lado positivo. Portanto, o modelo considerou a frase como uma boa compra com uma boa qualidade geral."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,50,0.6,"[np.str_('Excelente'), np.str_('boa'), np.str_('temperatura'), np.str_('qualidade')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Excelente"" e ""boa"" têm pesos positivos, indicando aprovação. Embora ""temperatura"" tenha um peso negativo, o impacto é menor, e outras palavras positivas como ""Excelente"" e ""qualidade"" têm pesos mais significativos. Isso sugere que o modelo considera a frase como uma boa avaliação, apesar de uma pequena menção negativa sobre a temperatura."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,100,1.0,"[np.str_('Excelente'), np.str_('boa'), np.str_('temperatura'), np.str_('qualidade')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Excelente"" e ""boa"" têm pesos positivos significativos, indicando que o usuário está satisfeito com a compra. A palavra ""temperatura"" tem um peso negativo leve, mas as palavras com pesos positivos são mais influentes, fazendo com que a frase seja classificada como positiva overall."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,200,1.0,"[np.str_('Excelente'), np.str_('boa'), np.str_('qualidade'), np.str_('temperatura')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Excelente"", ""boa"", e ""qualidade"" têm pesos positivos significativos, indicando que essas palavras contribuem positivamente para a classificação de sentimento. Por outro lado, a palavra ""temperatura"" tem um peso negativo leve, mas as palavras positivas dominam. Portanto, o modelo decidiu que esta frase é positiva, pois as expressões de alta qualidade e satisfação (como ""Excelente"" e ""boa qualidade"") têm mais influência que a pequena menção a temperatura."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,500,1.0,"[np.str_('Excelente'), np.str_('boa'), np.str_('temperatura'), np.str_('qualidade')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Excelente"" e ""boa"" têm pesos positivos significativos, indicando que essas expressões positivas têm um grande impacto na classificação geral da frase como positiva. Embora a palavra ""temperatura"" tenha um peso negativo, seu impacto é menor comparado aos termos positivos. Portanto, a frase foi classificada como positiva devido à predominância das palavras com pesos positivos."
74,conserva mesmo a temperatura. Produto de boa qualidade. Excelente compra.,1000,1.0,"[np.str_('Excelente'), np.str_('boa'), np.str_('temperatura'), np.str_('qualidade')]","Com base nos pesos atribuídos pelas palavras na frase, o modelo considerou que a frase é positiva. Isso porque as palavras ""Excelente"" e ""boa"" têm pesos positivos significativos (0.1717 e 0.0916, respectivamente), indicando que essas palavras têm um forte impacto positivo. Embora a palavra ""temperatura"" tenha um peso negativo (-0.0646), o peso da palavra ""qualidade"" (0.0516) é positivo e relativamente pequeno, não sendo suficiente para influenciar a classificação final. Portanto, a frase foi classificada como positiva devido à predominância dos termos positivos."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,10,0.0,"[np.str_('Gostei'), np.str_('muito'), np.str_('aderente'), np.str_('Todas')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Gostei"" e ""muito"" têm pesos positivos, indicando sentimentos positivos. A palavra ""aderente"" também tem um peso positivo, sugerindo que o anti-aderente mencionado é visto como um ponto positivo. Portanto, o modelo decidiu que essa frase é positiva, pois as palavras mais importantes nela estão associadas a sentimentos positivos."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,50,0.3333333333333333,"[np.str_('Gostei'), np.str_('muito'), np.str_('Qualidade'), np.str_('Tramontina')]","Com base nos pesos calculados pelo LIME, a frase é considerada positiva porque as palavras ""Gostei"" e ""muito"" têm pesos positivos, indicando um sentimento positivo. Embora ""Qualidade Tramontina"" tenha um peso ligeiramente negativo, as palavras com pesos mais altos (""Gostei"" e ""muito"") têm um impacto maior, puxando o sentimento para a classe positiva."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,100,0.6,"[np.str_('Gostei'), np.str_('muito'), np.str_('Qualidade'), np.str_('com')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Gostei"" e ""muito"" têm pesos positivos significativos, indicando um sentimento positivo. A palavra ""Qualidade"" também contribui com um peso positivo, embora seja menor. Por outro lado, a palavra ""com"" tem um peso negativo leve, mas não é suficiente para influenciar a classificação final. Portanto, o modelo decidiu que a frase é positiva, pois as palavras com pesos positivos têm um impacto mais forte sobre o sentimento geral."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,200,1.0,"[np.str_('Gostei'), np.str_('muito'), np.str_('Qualidade'), np.str_('com')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Gostei"" e ""muito"" têm pesos positivos significativos, indicando um sentimento positivo. A palavra ""Qualidade"" também contribui com um peso positivo, embora seja menor. Por outro lado, a palavra ""com"" tem um peso negativo leve, mas não é suficiente para influenciar a classificação final. Portanto, o modelo decidiu que essa frase é positiva, pois as palavras com pesos positivos têm um impacto mais forte sobre o sentimento geral."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,500,1.0,"[np.str_('Gostei'), np.str_('muito'), np.str_('Qualidade'), np.str_('com')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Gostei"", ""muito"", e ""Qualidade"" têm pesos positivos, indicando que essas palavras contribuem para um sentimento positivo. A palavra ""com"", embora seja uma preposição e tenha um peso negativo, não tem influência significativa. Portanto, esses termos positivos fazem com que o modelo classifique essa frase como positiva."
75,Gostei muito. Qualidade Tramontina. Todas as assadeiras com anti-aderente.,1000,1.0,"[np.str_('Gostei'), np.str_('muito'), np.str_('Qualidade'), np.str_('com')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""Gostei"" e ""muito"" têm pesos positivos significativos, indicando um sentimento positivo. A palavra ""Qualidade"" também contribui com um peso positivo, reforçando a ideia de que a frase expressa aprovação. Embora a palavra ""com"" tenha um peso negativo leve, ele é muito pequeno para influenciar significativamente a classificação final. Portanto, o modelo decidiu que a frase é positiva."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",10,0.0,"[np.str_('SUPER'), np.str_('AMEI'), np.str_('GOSTEI'), np.str_('MUITO')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""SUPER"", ""AMEI"", ""GOSTEI"" e ""MUITO"" têm pesos positivos, indicando sentimentos positivos. Especificamente, ""SUPER"" e ""AMEI"" têm os pesos mais altos, o que sugere que essas expressões de entusiasmo tiveram um grande impacto na classificação positiva da frase. Portanto, o modelo concluiu que a frase é positiva devido à forte presença de palavras expressivas de satisfação e recomendação."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",50,0.6,"[np.str_('ÓTIMA'), np.str_('GOSTEI'), np.str_('AMEI'), np.str_('SUPER')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ÓTIMA"", ""GOSTEI"", ""AMEI"", e ""SUPER"" têm pesos positivos, indicando sentimentos positivos. A palavra ""ÓTIMA"" tem o peso mais alto, seguido por ""AMEI"" que aparece duas vezes. Isso sugere que o modelo considera essas palavras como muito importantes para a classificação positiva, levando-o a concluir que a frase é, de fato, positiva."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",100,0.6,"[np.str_('ÓTIMA'), np.str_('GOSTEI'), np.str_('SUPER'), np.str_('PRAZO')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ÓTIMA"", ""GOSTEI"", ""SUPER"" e ""PRAZO"" têm pesos positivos, indicando sentimentos positivos. A palavra ""ÓTIMA"" tem o peso mais alto, seguido por ""GOSTEI"" e ""SUPER"", sugerindo que essas expressões são as mais influentes na classificação positiva. Portanto, o modelo decidiu que a frase é positiva, pois essas palavras carregam sentimentos muito favoráveis."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",200,0.3333333333333333,"[np.str_('ÓTIMA'), np.str_('GOSTEI'), np.str_('AMEI'), np.str_('COMPRA')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ÓTIMA"", ""GOSTEI"", e ""AMEI"" têm pesos positivos, indicando sentimentos positivos. A palavra ""COMPRA"" tem um peso negativo leve, mas as palavras positivas dominam. Portanto, o modelo decidiu que a frase é positiva, pois as expressões de satisfação como ""ÓTIMA"" e ""AMEI"" têm pesos mais significativos que o peso negativo da palavra ""COMPRA""."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",500,0.6,"[np.str_('ÓTIMA'), np.str_('GOSTEI'), np.str_('AMEI'), np.str_('SUPER')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ÓTIMA"", ""GOSTEI"", ""AMEI"", e ""SUPER"" têm pesos positivos, indicando sentimentos positivos. A palavra ""ÓTIMA"" tem o peso mais alto, seguida por ""GOSTEI"", ""AMEI"", e ""SUPER"". Essas palavras expressam satisfação e recomendação, o que sugere que o modelo classificou essa frase como positiva."
76,"GOSTEI MUITO  CHEGOU ANTES DO PRAZO,ÓTIMA QUALIDADE E SUPER INDICO A COMPRA DESTE PRODUTO AMEI AMEI.",1000,0.6,"[np.str_('ÓTIMA'), np.str_('AMEI'), np.str_('GOSTEI'), np.str_('MUITO')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""ÓTIMA"", ""AMEI"", e ""GOSTEI"" têm pesos positivos, indicando sentimentos positivos. A palavra ""ÓTIMA"" tem o peso mais alto, seguida por ""AMEI"" e ""GOSTEI"". Isso sugere que o modelo considera essas palavras como muito importantes para a classificação positiva da frase. Portanto, a frase foi classificada como positiva devido à presença de termos altamente positivos e entusiasmados como ""ÓTIMA"" e ""AMEI""."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,10,0.0,"[np.str_('muito'), np.str_('recomendo'), np.str_('bem'), np.str_('satisfeito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""muito"", ""bem"", ""recomendo"" e ""satisfeito"" têm pesos positivos, indicando que essas expressões são importantes para a classificação positiva. A palavra ""muito"" tem o peso mais alto, sugerindo que a intensidade positiva é forte. Juntas, essas palavras ajudam a modelar a frase como uma expressão de satisfação e recomendação, levando o modelo a classificar a frase como positiva."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,50,0.6,"[np.str_('recomendo'), np.str_('bem'), np.str_('Fui'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""bem"", e ""muito"" têm pesos positivos, indicando sentimentos positivos. A palavra ""Fui"" tem um peso negativo leve, mas ""recomendo"" tem o maior peso positivo, o que sugere que a recomendação é o fator mais influente. Portanto, o modelo decidiu que a frase é positiva, pois as palavras que mais contribuem para o sentimento são positivas."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,100,1.0,"[np.str_('recomendo'), np.str_('muito'), np.str_('bem'), np.str_('Fui')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""muito"", e ""bem"" têm pesos positivos significativos, indicando sentimentos positivos. A palavra ""Fui"" tem um peso negativo leve, mas as palavras positivas dominam. Portanto, o modelo conclui que a frase é positiva, pois as palavras que mais influenciam a decisão expressam satisfação e recomendação."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,200,1.0,"[np.str_('recomendo'), np.str_('bem'), np.str_('Fui'), np.str_('muito')]","Com base nos pesos calculados pelo LIME, a frase é considerada positiva porque as palavras ""recomendo"" e ""bem"" têm pesos positivos significativos (0.0439 e 0.0377, respectivamente), indicando um sentimento favorável. Embora a palavra ""Fui"" tenha um peso negativo leve (-0.0346), as palavras ""muito"" e ""recomendo"" têm pesos positivos suficientemente altos para predominar, fazendo com que o modelo classifique o sentimento da frase como positivo."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,500,1.0,"[np.str_('recomendo'), np.str_('bem'), np.str_('muito'), np.str_('Fui')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""bem"", e ""muito"" têm pesos positivos significativos, indicando sentimentos positivos. A palavra ""Fui"", embora tenha um peso negativo leve, não tem um impacto tão forte quanto as palavras positivas. Portanto, o modelo conclui que a frase é positiva, pois as palavras que pesam mais na decisão são aquelas expressivas de satisfação e recomendação."
77,Fui muito bem atendido. Estou satisfeito e recomendo o serviço.,1000,1.0,"[np.str_('recomendo'), np.str_('bem'), np.str_('muito'), np.str_('Fui')]","Com base nos pesos calculados pelo LIME, podemos ver que as palavras ""recomendo"", ""bem"", e ""muito"" têm pesos positivos e são consideradas as mais importantes na frase. A palavra ""Fui"" tem um peso negativo, mas seu impacto é menor. As palavras com pesos positivos indicam um sentimento positivo, especialmente ""recomendo"", que tem o peso mais alto. Portanto, o modelo conclui que a frase expressa um sentimento positivo."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,10,0.0,"[np.str_('Bem'), np.str_('qualidade'), np.str_('e'), np.str_('exatamente')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Bem"" e ""qualidade"" têm pesos significativos (0.0653 e 0.0625, respectivamente), indicando que esses aspectos foram cruciais para a classificação. Portanto, o modelo entendeu que a frase expressa uma opinião positiva sobre o produto."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,50,0.0,"[np.str_('não'), np.str_('Ótima'), np.str_('rápido'), np.str_('na')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Ótima"" com seu peso positivo de 0.0500 e a palavra ""rápido"" com seu peso positivo de 0.0462 contribuem fortemente para essa classificação. Mesmo a palavra ""não"", que tem um peso negativo de -0.0886, tem um impacto menor. A palavra ""na"" não tem peso significativo. Portanto, o modelo decidiu que a frase é positiva, pois as palavras com pesos mais altos são altamente positivas."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,100,0.6,"[np.str_('não'), np.str_('rápido'), np.str_('Ótima'), np.str_('Bem')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é positiva porque palavras como ""Ótima"" e ""Bem"" tiveram pesos positivos, indicando sentimentos positivos. No entanto, a palavra ""não"" teve um peso negativo leve, mas não foi o suficiente para influenciar a classificação final, que permaneceu positiva devido às palavras mais positivas. Além disso, a palavra ""rápido"" teve um peso positivo muito pequeno, contribuindo minimamente para a classificação geral."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,200,1.0,"[np.str_('não'), np.str_('Ótima'), np.str_('rápido'), np.str_('Bem')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. Palavras como ""Ótima"" e ""rápido"" têm pesos positivos, indicando aspectos positivos do produto. A única palavra com peso negativo é ""não"", mas seu impacto é pequeno, com um peso de -0.0889. Portanto, a frase é classificada como positiva devido à predominância de palavras com pesos positivos que expressam satisfação com a qualidade e a velocidade da entrega."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,500,0.6,"[np.str_('não'), np.str_('Ótima'), np.str_('rápido'), np.str_('na')]","Com base nos pesos calculados pelo LIME, o modelo considerou que a frase é geralmente positiva. Isso porque palavras como ""Ótima"" e ""rápido"" tiveram pesos positivos, indicando aspectos positivos do produto. A única palavra com peso negativo é ""não"", mas seu impacto é pequeno, com um peso de -0.1067, o que não é suficiente para mudar a classificação geral para negativa. Portanto, a frase foi classificada como positiva devido à predominância de palavras com peso positivo."
78,Produto exatamente como mostrada na imagem. Bem confortável e não desbota na lavagem. Ótima qualidade. Chegou rápido.,1000,1.0,"[np.str_('não'), np.str_('Ótima'), np.str_('rápido'), np.str_('na')]","Com base nos pesos calculados pelo LIME, podemos ver que a frase é predominantemente positiva. A palavra ""Ótima"" com seu peso positivo de 0.0820 e a palavra ""rápido"" com 0.0713 contribuem fortemente para essa classificação. Embora a palavra ""não"" tenha um peso negativo de -0.1052, seu impacto é menor comparado aos termos positivos. Portanto, o modelo decidiu que a frase é positiva devido à ênfase em qualidade ótima e entrega rápida."
79,"Produto muito bom, da um pouco de trabalho para atualizar, não trava.",10,0.0,"[np.str_('atualizar'), np.str_('bom'), np.str_('não'), np.str_('pouco')]","Com base nos pesos calculados pelo LIME, a frase tem um sentimento ligeiramente positivo. Isso porque a palavra ""bom"" tem um peso positivo de 0.0217, indicando um aspecto positivo. Embora a palavra ""atualizar"" tenha um peso negativo de -0.0325, e ""não"" e ""pouco"" também contribuam ligeiramente para o negativo, esses pesos são menores que o positivo de ""bom"". Portanto, a frase é percebida como mais positiva do que negativa."
79,"Produto muito bom, da um pouco de trabalho para atualizar, não trava.",50,0.6,"[np.str_('bom'), np.str_('não'), np.str_('pouco'), np.str_('muito')]","Com base nos pesos atribuídos pelas palavras, o modelo considerou que a frase tem um sentimento ligeiramente positivo. Isso ocorre porque as palavras ""bom"" e ""muito"" têm pesos positivos, indicando aprovação. No entanto, o peso negativo da palavra ""não"" e o peso ligeiramente positivo de ""pouco"" e ""muito"" não são suficientes para contrabalançar essa aprovação, resultando em um sentimento geral positivo, mas com um toque de cautela."
79,"Produto muito bom, da um pouco de trabalho para atualizar, não trava.",100,1.0,"[np.str_('bom'), np.str_('não'), np.str_('muito'), np.str_('pouco')]","Com base nos pesos calculados pelo LIME, a frase parece ter um sentimento ligeiramente positivo. A palavra ""bom"" tem o peso mais alto e positivo (0.1624), indicando que o produto é de boa qualidade. Embora a palavra ""não"" tenha um peso negativo (-0.1479), que poderia sugerir um sentimento negativo, os pesos das palavras ""muito"" e ""pouco"" são menores e não tão influentes. Portanto, a frase é mais positiva do que negativa devido à ênfase positiva em ""bom""."
79,"Produto muito bom, da um pouco de trabalho para atualizar, não trava.",200,1.0,"[np.str_('bom'), np.str_('não'), np.str_('muito'), np.str_('pouco')]","Com base nos pesos calculados pelo LIME, a frase é considerada levemente positiva. A palavra ""bom"" tem o peso mais alto positivo (0.2029), indicando que o produto é de boa qualidade. No entanto, a palavra ""não"" tem um peso negativo (-0.1720), sugerindo que a frase negativa (""não trava"") tem um pequeno impacto negativo. As palavras ""muito"" e ""pouco"" têm pesos menores, mas não são suficientemente fortes para alterar a classificação final. Portanto, a frase é classificada como ligeiramente positiva devido à predominância do termo ""bom""."
79,"Produto muito bom, da um pouco de trabalho para atualizar, não trava.",500,1.0,"[np.str_('bom'), np.str_('não'), np.str_('muito'), np.str_('pouco')]","Com base nos pesos calculados pelo LIME, a frase é considerada levemente positiva. A palavra ""bom"" tem um peso positivo significativo de 0.1959, indicando que a qualidade do produto é apreciada. No entanto, a palavra ""não"" tem um peso negativo de -0.1842, sugerindo que a menção negativa (""não trava"") pesa um pouco mais. As palavras ""muito"" e ""pouco"" têm pesos menores, mas ""muito"" ligeiramente positivo contribui para a positividade geral. Portanto, embora haja um pequeno contraponto negativo, a frase é mais positiva devido à avaliação positiva do produto."
